Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
01/27/1991,173,SO2,EISENHOWER HS,17-031-2001,AQS,30,29,173,23,0,41
01/28/1991,97,SO2,EISENHOWER HS,17-031-2001,AQS,39,31,97,59,0,57
01/29/1991,97,SO2,,18-127-0018,AQS,41,29,97,24,0,47
01/30/1991,107,SO2,,18-127-0006,AQS,28,30,107,62,0,69
01/31/1991,113,SO2,EISENHOWER HS,17-031-2001,AQS,27,31,113,65,0,47
02-01-1991,149,SO2,EISENHOWER HS,17-031-2001,AQS,41,24,149,57,0,74
02-02-1991,109,SO2,COOK COUNTY TRAILER,17-031-1601,AQS,31,30,109,24,0,56
02-03-1991,119,SO2,,17-031-0039,AQS,27,35,119,36,0,49
02-04-1991,105,SO2,COOK COUNTY TRAILER,17-031-4002,AQS,31,27,105,30,0,50
02-05-1991,71,SO2,COOK COUNTY TRAILER,17-031-1601,AQS,50,25,71,59,0,68
02-06-1991,92,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,39,25,92,36,0,41
02-07-1991,66,SO2,EISENHOWER HS,17-031-2001,AQS,36,22,66,53,0,60
02-08-1991,67,SO2,COOK COUNTY TRAILER,17-031-1601,AQS,51,21,67,39,0,50
02-09-1991,95,SO2,,18-089-1016,AQS,28,28,95,53,0,47
02-10-1991,91,SO2,,18-127-0018,AQS,25,32,91,78,0,42
02-11-1991,87,PM10,,18-089-1019,AQS,22,30,79,87,0,42
02-12-1991,200,SO2,EISENHOWER HS,17-031-2001,AQS,38,23,200,32,0,66
02/13/1991,89,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,38,18,89,50,0,42
02/14/1991,123,PM10,,18-089-1019,AQS,17,31,55,123,0,45
02/15/1991,115,SO2,FIRESTATION,17-031-1018,AQS,26,31,115,92,0,38
02/16/1991,158,SO2,EISENHOWER HS,17-031-2001,AQS,22,24,158,21,0,38
02/17/1991,113,SO2,EISENHOWER HS,17-031-2001,AQS,35,23,113,36,0,39
02/18/1991,59,CO,COM ED MAINTENANCE AREA,17-031-6004,AQS,59,18,34,36,0,54
02/19/1991,57,CO,COM ED MAINTENANCE AREA,17-031-6004,AQS,57,31,50,0,0,40
02/20/1991,121,SO2,EISENHOWER HS,17-031-2001,AQS,39,26,121,44,0,42
02/21/1991,120,SO2,,18-127-0006,AQS,41,27,120,45,0,46
02/22/1991,114,SO2,FIRESTATION,17-031-1018,AQS,33,31,114,77,0,40
02/23/1991,59,SO2,,18-089-2006,AQS,33,28,59,35,0,33
02/24/1991,72,SO2,FIRESTATION,17-031-1018,AQS,31,31,72,57,0,33
02/25/1991,66,SO2,,18-127-0006,AQS,18,31,66,63,0,42
02/26/1991,61,SO2,FIRESTATION,17-031-1018,AQS,48,31,61,42,0,47
02/27/1991,56,SO2,FIRESTATION,17-031-1018,AQS,43,30,56,34,0,42
02/28/1991,123,SO2,EISENHOWER HS,17-031-2001,AQS,54,34,123,37,0,47
03-01-1991,112,SO2,EISENHOWER HS,17-031-2001,AQS,50,29,112,43,0,49
03-02-1991,97,SO2,,18-127-0018,AQS,44,31,97,31,0,32
03-03-1991,65,SO2,Portage- Hwy 12,18-127-0023,AQS,23,34,65,49,0,33
03-04-1991,105,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,54,33,105,31,0,51
03-05-1991,91,SO2,WATER PLANT WEST,17-197-0013,AQS,57,26,91,49,0,47
03-06-1991,128,SO2,FIRESTATION,17-031-1018,AQS,34,31,128,85,0,31
03-07-1991,137,SO2,,18-127-0017,AQS,32,34,137,57,0,48
03-08-1991,128,SO2,EISENHOWER HS,17-031-2001,AQS,52,32,128,23,0,57
03-09-1991,104,SO2,COOK COUNTY TRAILER,17-031-1601,AQS,39,31,104,68,0,42
03-10-1991,105,SO2,,18-089-2006,AQS,31,40,105,53,0,40
03-11-1991,105,SO2,,18-127-0018,AQS,33,35,105,58,0,42
03-12-1991,70,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,39,30,70,31,0,31
03/13/1991,112,SO2,Ogden Dunes- Water Treatment Plant,18-127-0024,AQS,31,38,112,27,0,37
03/14/1991,111,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,25,38,111,16,0,40
03/15/1991,117,SO2,HAMMOND CAAP- Hammond- 141st St0,18-089-2008,AQS,32,37,117,27,0,49
03/16/1991,65,NO2,,17-031-3101,AQS,54,44,50,40,0,65
03/17/1991,82,SO2,,18-089-2006,AQS,55,29,82,35,0,53
03/18/1991,84,SO2,NIPSCO Dunes Acres,18-127-0011,AQS,20,37,84,72,0,55
03/19/1991,91,SO2,,18-127-0020,AQS,34,37,91,60,0,54
03/20/1991,140,SO2,EISENHOWER HS,17-031-2001,AQS,44,36,140,31,0,57
03/21/1991,155,SO2,EISENHOWER HS,17-031-2001,AQS,42,43,155,66,0,69
03/22/1991,96,SO2,,18-089-2006,AQS,41,31,96,16,0,39
03/23/1991,86,SO2,EISENHOWER HS,17-031-2001,AQS,16,32,86,19,0,25
