"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"03/06/2013","54","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","36","27","16","54","48"
"03/07/2013","46","SO2","NIPSCO Dunes Acres","18-127-0011","AQS","10","43","46","21","45","46"
"03/08/2013","70","PM2.5","CARY GROVE HS","17-111-0001","AQS","10","47","23","19","70","61"
"03/09/2013","63","PM2.5","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","43","13","16","63","39"
"03/10/2013","72","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","7","38","14","28","72","56"
"03/11/2013","44","PM2.5","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","33","30","14","44","40"
"03/12/2013","44","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","6","44","21","35","43","35"
"03/13/2013","60","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","7","44","49","57","60","39"
"03/14/2013","86","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","5","37","86","47","52","54"
"03/15/2013","72","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","6","38","44","38","72","47"
"03/16/2013","49","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","6","39","7","16","49","35"
"03/17/2013","43","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","3","43","17","12","33","18"
"03/18/2013","49","SO2","NIPSCO Dunes Acres","18-127-0011","AQS","5","42","49","31","43","36"
"03/19/2013","69","PM10","WASHINGTON HS","17-031-0022","AQS","2","45","41","69","30","23"
"03/20/2013","55","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","2","40","21","50","55","45"
"03/21/2013","53","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","5","38","19","44","53","42"
"03/22/2013","56","NO2","CTA BUILDING","17-031-0063","AQS","7","41","33","32","49","56"
"03/23/2013","52","PM2.5","CITY HALL","17-043-4002","AQS","6","45","16","20","52","52"
"03/24/2013","38","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","2","38","19","33","35","16"
"03/25/2013","50","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","38","10","50","18","28"
"03/26/2013","47","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","6","42","37","44","40","47"
"03/27/2013","55","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","7","44","27","26","37","55"
"03/28/2013","64","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","7","49","36","44","53","64"
"03/29/2013","81","NO2","CTA BUILDING","17-031-0063","AQS","11","64","46","56","79","81"
"03/30/2013","69","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","6","51","11","30","66","69"
"03/31/2013","67","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","2","54","51","55","67","33"
"04/01/2013","56","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","5","44","39","56","42","38"
"04/02/2013","49","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","5","47","33","44","49","47"
"04/03/2013","51","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","5","47","29","24","38","51"
"04/04/2013","71","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","6","67","51","55","71","62"
"04/05/2013","56","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","6","46","19","56","43","24"
"04/06/2013","71","PM10","WASHINGTON HS","17-031-0022","AQS","3","51","10","71","52","38"
"04/07/2013","73","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","5","41","49","23","73","29"
"04/08/2013","55","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","5","43","51","48","55","37"
"04/09/2013","53","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","37","40","32","53","37"
"04/10/2013","55","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","10","37","13","21","55","25"
"04/11/2013","39","NO2","IEPA TRAILER","17-031-3103","AQS","5","33","16","12","37","39"
"04/12/2013","39","Ozone","TAFT HS","17-031-1003","AQS","2","39","34","13","30","37"
"04/13/2013","51","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","5","39","51","22","33","40"
"04/14/2013","46","Ozone","TAFT HS","17-031-1003","AQS","5","46","10","18","41","25"
"04/15/2013","43","Ozone","TAFT HS","17-031-1003","AQS","3","43","13","30","38","38"
"04/16/2013","45","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","42","14","12","45","40"
"04/17/2013","49","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","6","38","20","16","49","38"
"04/18/2013","56","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","5","40","6","15","56","43"
"04/19/2013","42","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","2","42","41","19","25","31"
"04/20/2013","50","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","3","49","50","23","34","39"
"04/21/2013","54","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","2","54","13","13","42","49"
"04/22/2013","71","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","3","71","20","21","54","57"
"04/23/2013","53","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","38","10","25","53","45"
"04/24/2013","46","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","5","46","34","16","40","36"
"04/25/2013","55","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","3","46","30","25","38","55"
"04/26/2013","56","NO2","CTA BUILDING","17-031-0063","AQS","3","54","11","32","50","56"
"04/27/2013","80","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","5","80","33","31","62","46"
"04/28/2013","86","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","5","67","13","44","86","42"
"04/29/2013","63","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","51","27","44","63","42"
"04/30/2013","74","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","1","74","9","42","58","25"
"05/01/2013","122","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","2","122","13","44","67","56"
"05/02/2013","60","PM10","Portage- Hwy 12","18-127-0023","AQS","7","32","20","60","49","41"
"05/03/2013","51","PM2.5","CITY HALL","17-043-4002","AQS","7","29","11","25","51","28"
"05/04/2013","58","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","3","54","26","44","58","37"
"05/05/2013","61","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","7","61","30","44","55","48"
"05/06/2013","67","Ozone","CARY GROVE HS","17-111-0001","AQS","10","67","31","61","60","65"
"05/07/2013","84","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","11","84","54","59","72","54"
"05/08/2013","97","Ozone","CARY GROVE HS","17-111-0001","AQS","6","97","33","81","70","76"
"05/09/2013","67","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","67","23","44","67","63"
"05/10/2013","57","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","2","30","36","36","57","24"
"05/11/2013","55","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","5","42","55","28","51","41"
"05/12/2013","67","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","3","39","67","35","57","39"
"05/13/2013","57","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","6","48","56","35","57","48"
"05/14/2013","136","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","6","136","21","61","59","74"
"05/15/2013","85","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","5","64","44","62","58","85"
"05/16/2013","101","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","5","80","17","68","73","101"
"05/17/2013","62","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","42","33","46","58","62"
"05/18/2013","76","PM2.5","CITY HALL","17-043-4002","AQS","5","74","13","31","76","43"
"05/19/2013","115","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","3","115","9","44","83","53"
"05/20/2013","108","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","0","108","26","73","62","35"
"05/21/2013","67","Ozone","Whiting- Whiting HS","18-089-0030","AQS","0","67","11","31","43","39"
"05/22/2013","47","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","0","44","47","23","45","41"
"05/23/2013","99","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","0","34","99","17","36","22"
"05/24/2013","44","NO2","CTA BUILDING","17-031-0063","AQS","5","35","14","19","36","44"
"05/25/2013","52","PM2.5","CITY HALL","17-043-4002","AQS","6","38","16","19","52","37"
"05/26/2013","62","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","5","61","11","20","62","33"
"05/27/2013","71","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","1","44","6","27","71","21"
"05/28/2013","57","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","1","37","6","30","57","52"
"05/29/2013","93","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","2","93","14","27","56","43"
"05/30/2013","58","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","0","42","10","37","58","33"
"05/31/2013","67","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS",".","67","7","13","40","30"
"06/01/2013","58","Ozone","Whiting- Whiting HS","18-089-0030","AQS",".","58","9","13","44","28"
"06/02/2013","104","SO2","COOK COUNTY TRAILER","17-031-1601","AQS",".","24","104","10","44","26"
"06/03/2013","56","SO2","NIPSCO Wheatfield","18-073-0002","AQS",".","44","56","23","46","40"
"06/04/2013","64","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS",".","64","20","24","55","51"
"06/05/2013","74","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS",".","74","27","19","55","36"
"06/06/2013","58","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS",".","46","16","20","58","32"
"06/07/2013","60","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS",".","58","16","22","60","46"
"06/08/2013","74","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS",".","74","27","35","60","45"
"06/09/2013","101","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS",".","101","7","37","67","45"
"06/10/2013","62","PM2.5","CITY HALL","17-043-4002","AQS",".","49","7","19","62","44"
"06/11/2013","93","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS",".","93","34","51","63","64"
"06/12/2013","80","Ozone","KENOSHA - WATER TOWER","55-059-0025","AQS",".","80","13","31","72","60"
"06/13/2013","46","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS",".","46","6","20","39","25"
"06/14/2013","80","SO2","NIPSCO Wheatfield","18-073-0002","AQS","1","44","80","14","42","33"
"06/15/2013","58","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","3","58","10","24","58","37"
"06/16/2013","91","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","3","80","91","19","41","36"
"06/17/2013","97","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","3","97","33","49","40","60"
"06/18/2013","43","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","1","36","11","27","43","21"
"06/19/2013","48","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","2","48","31","26","48","36"
"06/20/2013","119","Ozone","CARY GROVE HS","17-111-0001","AQS","5","119","11","36","63","70"
"06/21/2013","61","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","5","54","7","34","61","41"
"06/22/2013","57","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","5","48","7","25","57","31"
"06/23/2013","61","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","2","61","14","20","51","31"
"06/24/2013","61","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","3","61","23","32","55","34"
"06/25/2013","63","PM2.5","COM ED TRAINING CENTER","17-197-1011","AQS","3","50","7","39","63","42"
"06/26/2013","61","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","3","61","6","25","49","42"
"06/27/2013","112","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","3","112","31","38","63","43"
"06/28/2013","53","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","3","50","19","37","53","35"
"06/29/2013","52","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","10","36","6","17","52","15"
"06/30/2013","60","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","9","43","11","24","60","20"
"07/01/2013","44","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","16","41","26","43","44","28"
"07/02/2013","50","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","9","35","23","16","50","24"
"07/03/2013","72","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","13","36","20","32","72","47"
"07/04/2013","117","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","8","77","13","51","117","32"
"07/05/2013","115","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","115","17","55","99","41"
"07/06/2013","68","PM2.5","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","51","10","28","68","34"
"07/07/2013","77","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","77","10","28","64","26"
"07/08/2013","65","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","7","51","6","33","65","44"
"07/09/2013","68","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","7","67","6","44","68","52"
"07/10/2013","58","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","9","47","10","29","58","34"
"07/11/2013","60","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","9","43","7","26","60","32"
"07/12/2013","77","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","8","77","26","22","55","30"
"07/13/2013","77","Ozone","MORTON ARBORETUM","17-043-6001","AQS","7","77","14","22","54","44"
"07/14/2013","100","Ozone","MORTON ARBORETUM","17-043-6001","AQS","6","100","16","29","59","16"
"07/15/2013","87","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","7","87","10","42","72","40"
"07/16/2013","108","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","108","10","36","62","50"
"07/17/2013","108","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","5","108","33","46","60","36"
"07/18/2013","80","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","5","80","50","54","60","40"
"07/19/2013","74","PM10","WASHINGTON HS","17-031-0022","AQS","2","64","13","74","56","36"
"07/20/2013","80","Ozone","VILLAGE GARAGE","17-031-0001","AQS","6","80","10","53","44","22"
"07/21/2013","77","Ozone","VILLAGE GARAGE","17-031-0001","AQS","2","77","24","24","55","23"
"07/22/2013","101","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","3","101","14","28","56","34"
"07/23/2013","88","PM10","Portage- Hwy 12","18-127-0023","AQS","7","32","24","88","33","30"
"07/24/2013","40","SO2","NIPSCO Wheatfield","18-073-0002","AQS","7","32","40","26","28","28"
"07/25/2013","95","SO2","NIPSCO Wheatfield","18-073-0002","AQS","9","58","95","44","42","40"
"07/26/2013","41","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","7","38","19","34","41","37"
"07/27/2013","47","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","21","19","44","47","25"
"07/28/2013","110","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","6","24","110","12","19","23"
"07/29/2013","43","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","39","43","23","26","24"
"07/30/2013","53","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","8","41","10","27","53","41"
"07/31/2013","64","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","11","48","26","31","64","51"
"08/01/2013","61","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","9","61","27","27","45","43"
"08/02/2013","61","Ozone","WATER PLANT","17-031-7002","AQS","11","61","23","33","50","43"
"08/03/2013","41","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","11","41","10","19","39","25"
"08/04/2013","38","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","10","35","14","15","38","28"
"08/05/2013","36","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","36","20","19","35","33"
"08/06/2013","64","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","8","48","19","29","64","31"
"08/07/2013","84","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","10","84","26","37","53","36"
"08/08/2013","41","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","14","40","39","26","41","19"
"08/09/2013","48","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","9","48","39","31","43","42"
"08/10/2013","61","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","9","61","29","34","49","24"
"08/11/2013","61","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","9","58","11","28","61","48"
"08/12/2013","51","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","10","49","23","43","51","40"
"08/13/2013","38","PM10","Portage- Hwy 12","18-127-0023","AQS","13","32","4","38","35","26"
"08/14/2013","38","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","8","32","16","23","38","37"
"08/15/2013","54","NO2","CTA BUILDING","17-031-0063","AQS","9","46","10","39","40","54"
"08/16/2013","77","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","13","77","17","38","58","56"
"08/17/2013","80","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","11","80","10","30","72","45"
"08/18/2013","122","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","10","122","17","29","65","45"
"08/19/2013","93","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","11","93","89","52","65","56"
"08/20/2013","100","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","100","26","52","75","50"
"08/21/2013","65","PM2.5","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","6","61","23","52","65","47"
"08/22/2013","52","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","8","49","26","25","52","42"
"08/23/2013","58","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","7","45","36","21","58","30"
"08/24/2013","74","Ozone","KENOSHA - WATER TOWER","55-059-0025","AQS","6","74","7","30","49","29"
